"No.","Time","Source","Destination","Protocol","Length","Info","Source MAC","Dest MAC","802.11 Type","802.11 Subtype","UDP Length","Frame Length","Hw src addr res","data.data"
"27","4.979345","192.168.43.20","192.168.43.1","UDP","95","22704  >  40611 Len=53","","","","","61","95","LGElectronic_4a:ec:64","f1:d0:00:31:d1:00:00:0b:41:52:54:45:4d:49:53:00:02:00:00:00:05:00:01:00:19:00:00:00:4d:7a:6c:42:33:36:58:2f:49:56:6f:38:5a:7a:49:35:72:47:39:6a:31:77:3d:3d:00"
"28","5.002971","192.168.43.20","192.168.43.1","UDP","95","22704  >  40611 Len=53","","","","","61","95","LGElectronic_4a:ec:64","f1:d0:00:31:d1:00:00:0b:41:52:54:45:4d:49:53:00:02:00:00:00:05:00:01:00:19:00:00:00:4d:7a:6c:42:33:36:58:2f:49:56:6f:38:5a:7a:49:35:72:47:39:6a:31:77:3d:3d:00"
"29","5.026617","192.168.43.20","192.168.43.1","UDP","95","22704  >  40611 Len=53","","","","","61","95","LGElectronic_4a:ec:64","f1:d0:00:31:d1:00:00:0b:41:52:54:45:4d:49:53:00:02:00:00:00:05:00:01:00:19:00:00:00:4d:7a:6c:42:33:36:58:2f:49:56:6f:38:5a:7a:49:35:72:47:39:6a:31:77:3d:3d:00"
"30","5.035066","192.168.43.20","180.76.76.200","TCP","74","[TCP Retransmission] 47022  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=3737346 TSecr=0 WS=256","","","","","","74","LGElectronic_4a:ec:64",""
"31","5.050135","192.168.43.20","192.168.43.1","UDP","95","22704  >  40611 Len=53","","","","","61","95","LGElectronic_4a:ec:64","f1:d0:00:31:d1:00:00:0b:41:52:54:45:4d:49:53:00:02:00:00:00:05:00:01:00:19:00:00:00:4d:7a:6c:42:33:36:58:2f:49:56:6f:38:5a:7a:49:35:72:47:39:6a:31:77:3d:3d:00"
"32","5.052388","192.168.43.1","192.168.43.20","UDP","58","40611  >  22704 Len=16","","","","","24","58","VLinkTechnol_7e:5d:bd","f1:d1:00:0c:d1:00:00:04:00:0b:00:0b:00:0b:00:0b"
"33","5.057230","192.168.43.1","192.168.43.20","UDP","52","40611  >  22704 Len=10","","","","","18","52","VLinkTechnol_7e:5d:bd","f1:d1:00:06:d1:00:00:01:00:0b"
"34","6.042329","192.168.43.20","180.76.76.200","TCP","74","47023  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=3737648 TSecr=0 WS=256","","","","","","74","LGElectronic_4a:ec:64",""
"35","6.112727","192.168.43.1","192.168.43.20","UDP","46","40611  >  22704 Len=4","","","","","12","46","VLinkTechnol_7e:5d:bd","f1:e0:00:00"
"36","6.114081","192.168.43.20","192.168.43.1","UDP","46","22704  >  40611 Len=4","","","","","12","46","LGElectronic_4a:ec:64","f1:e1:00:00"
"37","6.139301","192.168.43.20","192.168.43.1","UDP","46","22704  >  40611 Len=4","","","","","12","46","LGElectronic_4a:ec:64","f1:e0:00:00"
"38","6.163325","192.168.43.1","192.168.43.20","UDP","46","40611  >  22704 Len=4","","","","","12","46","VLinkTechnol_7e:5d:bd","f1:e1:00:00"
"39","7.045569","192.168.43.20","180.76.76.200","TCP","74","[TCP Retransmission] 47023  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=3737949 TSecr=0 WS=256","","","","","","74","LGElectronic_4a:ec:64",""
"40","7.149280","192.168.43.1","192.168.43.20","UDP","46","40611  >  22704 Len=4","","","","","12","46","VLinkTechnol_7e:5d:bd","f1:e0:00:00"
"41","7.150626","192.168.43.20","192.168.43.1","UDP","46","22704  >  40611 Len=4","","","","","12","46","LGElectronic_4a:ec:64","f1:e1:00:00"
"42","7.200327","192.168.43.20","192.168.43.1","UDP","46","22704  >  40611 Len=4","","","","","12","46","LGElectronic_4a:ec:64","f1:e0:00:00"
"43","7.207175","192.168.43.1","192.168.43.20","UDP","46","40611  >  22704 Len=4","","","","","12","46","VLinkTechnol_7e:5d:bd","f1:e1:00:00"
"44","7.996037","192.168.43.20","192.168.43.1","UDP","95","22704  >  40611 Len=53","","","","","61","95","LGElectronic_4a:ec:64","f1:d0:00:31:d1:00:00:0c:41:52:54:45:4d:49:53:00:02:00:00:00:06:00:01:00:19:00:00:00:4d:7a:6c:42:33:36:58:2f:49:56:6f:38:5a:7a:49:35:72:47:39:6a:31:77:3d:3d:00"
"45","8.020017","192.168.43.20","192.168.43.1","UDP","95","22704  >  40611 Len=53","","","","","61","95","LGElectronic_4a:ec:64","f1:d0:00:31:d1:00:00:0c:41:52:54:45:4d:49:53:00:02:00:00:00:06:00:01:00:19:00:00:00:4d:7a:6c:42:33:36:58:2f:49:56:6f:38:5a:7a:49:35:72:47:39:6a:31:77:3d:3d:00"
"46","8.043915","192.168.43.20","192.168.43.1","UDP","95","22704  >  40611 Len=53","","","","","61","95","LGElectronic_4a:ec:64","f1:d0:00:31:d1:00:00:0c:41:52:54:45:4d:49:53:00:02:00:00:00:06:00:01:00:19:00:00:00:4d:7a:6c:42:33:36:58:2f:49:56:6f:38:5a:7a:49:35:72:47:39:6a:31:77:3d:3d:00"
"47","8.061276","192.168.43.20","180.76.76.200","TCP","74","47024  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=3738253 TSecr=0 WS=256","","","","","","74","LGElectronic_4a:ec:64",""
"48","8.091261","192.168.43.20","192.168.43.1","UDP","95","22704  >  40611 Len=53","","","","","61","95","LGElectronic_4a:ec:64","f1:d0:00:31:d1:00:00:0c:41:52:54:45:4d:49:53:00:02:00:00:00:06:00:01:00:19:00:00:00:4d:7a:6c:42:33:36:58:2f:49:56:6f:38:5a:7a:49:35:72:47:39:6a:31:77:3d:3d:00"
"49","8.109224","192.168.43.1","192.168.43.20","UDP","56","40611  >  22704 Len=14","","","","","22","56","VLinkTechnol_7e:5d:bd","f1:d1:00:0a:d1:00:00:03:00:0c:00:0c:00:0c"
"50","8.109304","192.168.43.1","192.168.43.20","UDP","52","40611  >  22704 Len=10","","","","","18","52","VLinkTechnol_7e:5d:bd","f1:d1:00:06:d1:00:00:01:00:0c"
"51","9.065236","192.168.43.20","180.76.76.200","TCP","74","[TCP Retransmission] 47024  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=3738555 TSecr=0 WS=256","","","","","","74","LGElectronic_4a:ec:64",""
